FID,GEOID,PLNG_REGIO,PlanningRegion,LogRecNo,SumLevel,NAME,TotPop_e,TotPop_m,Hisp_e,Hisp_m,pHisp_e,pHisp_m,Not_Hisp_e,Not_Hisp_m,pNot_Hisp_e,pNot_Hisp_m,NHWhite_e,NHWhite_m,pNHWhite_e,pNHWhite_m,NHBlack_e,NHBlack_m,pNHBlack_e,pNHBlack_m,NH_AmInd_e,NH_AmInd_m,pNH_AmInd_e,pNH_AmInd_m,NH_Asian_e,NH_Asian_m,pNH_Asian_e,pNH_Asian_m,NH_PacIsl_e,NH_PacIsl_m,pNH_PacIsl_e,pNH_PacIsl_m,NH_OthRace_e,NH_OthRace_m,pNH_OthRace_e,pNH_OthRace_m,NH_TwoRace_e,NH_TwoRace_m,pNH_TwoRace_e,pNH_TwoRace_m,NH_AsianPI_e,NH_AsianPI_m,pNH_AsianPI_e,pNH_AsianPI_m,NH_Other_e,NH_Other_m,pNH_Other_e,pNH_Other_m,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
428,13063040413,Yes,Atlanta Regional Commission,1393,Tract,"Census Tract 404.13, Clayton County",7242,611,1116,354,15.4,4.7,6126,604,84.6,4.3,757,153,10.5,1.9,4552,572,62.9,5.9,0,18,0,0.2,437,132,6,1.8,0,18,0,0.2,123,185,1.7,2.6,257,181,3.5,2.5,437,133,6,1.8,380,259,5.2,3.6,,,,,0.133878703910481,0.000534115589016176
429,13063040613,Yes,Atlanta Regional Commission,1419,Tract,"Census Tract 406.13, Clayton County",8203,641,641,360,7.8,4.3,7562,604,92.2,1.5,1992,312,24.3,3.3,5117,489,62.4,3.4,0,18,0,0.2,326,137,4,1.6,0,18,0,0.2,6,11,0.1,0.1,121,120,1.5,1.5,326,138,4,1.7,127,122,1.5,1.5,,,,,0.195432388316041,0.00132575072120014
430,13063040408,Yes,Atlanta Regional Commission,1388,Tract,"Census Tract 404.08, Clayton County",8346,745,632,90,7.6,0.8,7714,751,92.4,3.6,1251,371,15,4.2,4543,652,54.4,6.1,70,118,0.8,1.4,1686,412,20.2,4.6,0,18,0,0.2,0,18,0,0.2,164,140,2,1.7,1686,412,20.2,4.6,234,184,2.8,2.2,,,,,0.115422872792835,0.000645234165596143
431,13063040409,Yes,Atlanta Regional Commission,1389,Tract,"Census Tract 404.09, Clayton County",6052,580,847,450,14,7.3,5205,522,86,2.5,631,188,10.4,2.9,3505,443,57.9,4.8,0,18,0,0.3,964,282,15.9,4.4,0,18,0,0.3,0,18,0,0.3,105,107,1.7,1.8,964,283,15.9,4.4,105,110,1.7,1.8,,,,,0.0797706323644303,0.000363672036028061
432,13063040410,Yes,Atlanta Regional Commission,1390,Tract,"Census Tract 404.10, Clayton County",7047,872,1998,619,28.4,8.1,5049,730,71.6,5.4,812,196,11.5,2.4,3935,761,55.8,8.3,0,18,0,0.3,13,21,0.2,0.3,0,18,0,0.3,81,141,1.1,2,208,244,3,3.4,13,28,0.2,0.4,289,282,4.1,4,,,,,0.251969736239081,0.00217203081519995
433,13063040303,Yes,Atlanta Regional Commission,1383,Tract,"Census Tract 403.03, Clayton County",6782,762,1438,610,21.2,8.7,5344,582,78.8,12.3,900,279,13.3,3.8,3913,581,57.7,5.6,0,18,0,0.3,408,274,6,4,0,18,0,0.3,0,18,0,0.3,123,101,1.8,1.5,408,275,6,4,123,104,1.8,1.5,,,,,0.14691852584643,0.000582300078765291
434,13301970500,No,Central Savannah River Area,2954,Tract,"Census Tract 9705, Warren County",2640,246,31,43,1.2,1.6,2609,252,98.8,2.5,1083,117,41,2.2,1498,227,56.7,6.8,0,13,0,0.5,0,13,0,0.5,15,13,0.6,0.5,11,17,0.4,0.6,2,3,0.1,0.1,15,18,0.6,0.7,13,22,0.5,0.8,,,,,1.5717369937154,0.0500597734443143
435,13301970400,No,Central Savannah River Area,2953,Tract,"Census Tract 9704, Warren County",2770,246,0,13,0,0.5,2770,246,100,0,929,117,33.5,3,1780,221,64.3,5.6,0,13,0,0.5,54,62,1.9,2.2,0,13,0,0.5,0,13,0,0.5,7,10,0.3,0.4,54,63,1.9,2.3,7,21,0.3,0.8,,,,,1.00602996151422,0.021910844762833
436,13051980000,No,Coastal Regional Commission,1309,Tract,"Census Tract 9800, Chatham County",0,13,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,,,,,0.185211848448329,0.00156041938932061
437,13051010605,No,Coastal Regional Commission,1284,Tract,"Census Tract 106.05, Chatham County",0,13,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,,,,,0.148471768951148,0.000640181317794572
438,13051004208,No,Coastal Regional Commission,1269,Tract,"Census Tract 42.08, Chatham County",4944,348,534,221,10.8,4.4,4410,348,89.2,3.2,1564,260,31.6,4.8,2443,367,49.4,6.6,23,38,0.5,0.8,187,105,3.8,2.1,0,13,0,0.3,14,22,0.3,0.4,179,95,3.6,1.9,187,106,3.8,2.1,216,105,4.4,2.1,,,,,0.0717661557116232,0.000299323893595915
439,13051004001,No,Coastal Regional Commission,1265,Tract,"Census Tract 40.01, Chatham County",4104,445,201,144,4.9,3.5,3903,425,95.1,1,2791,321,68,2.6,1000,342,24.4,7.9,13,16,0.3,0.4,76,67,1.9,1.6,0,13,0,0.3,0,13,0,0.3,23,26,0.6,0.6,76,68,1.9,1.7,36,33,0.9,0.8,,,,,0.116483015439906,0.000518968901368691
440,13051003502,No,Coastal Regional Commission,1259,Tract,"Census Tract 35.02, Chatham County",3734,482,33,47,0.9,1.3,3701,475,99.1,18,1567,278,42,5.1,1965,496,52.6,11.4,0,13,0,0.3,155,128,4.2,3.4,0,13,0,0.3,0,13,0,0.3,14,21,0.4,0.6,155,129,4.2,3.4,14,28,0.4,0.7,,,,,0.0786819627985578,0.000282506491534595
441,13051003501,No,Coastal Regional Commission,1258,Tract,"Census Tract 35.01, Chatham County",2652,294,120,97,4.5,3.6,2532,332,95.5,6.7,584,162,22,5.6,1843,318,69.5,9.2,0,13,0,0.5,60,80,2.3,3,0,13,0,0.5,0,13,0,0.5,45,61,1.7,2.3,60,81,2.3,3,45,64,1.7,2.4,,,,,0.081405165832312,0.000198734684439561
442,13051003400,No,Coastal Regional Commission,1257,Tract,"Census Tract 34, Chatham County",4053,460,139,92,3.4,2.2,3914,434,96.6,15.3,2275,296,56.1,3.6,1517,357,37.4,7.7,0,13,0,0.3,98,77,2.4,1.9,4,10,0.1,0.2,0,13,0,0.3,20,19,0.5,0.5,102,78,2.5,1.9,20,26,0.5,0.6,,,,,0.0887882360978776,0.00031151219627401
443,13059002200,No,Northeast Georgia,1359,Tract,"Census Tract 22, Clarke County",2380,346,146,86,6.1,3.5,2234,345,93.9,4.9,2007,339,84.3,7.3,80,73,3.4,3,0,13,0,0.5,104,76,4.4,3.1,0,13,0,0.5,0,13,0,0.5,43,39,1.8,1.6,104,77,4.4,3.2,43,43,1.8,1.8,,,,,0.0634995372329,0.000179180319052627
444,13063040302,Yes,Atlanta Regional Commission,1382,Tract,"Census Tract 403.02, Clayton County",6029,616,1672,429,27.7,6.5,4357,591,72.3,6.4,1034,333,17.2,5.2,2641,443,43.8,5.8,282,256,4.7,4.2,298,246,4.9,4,0,18,0,0.3,29,71,0.5,1.2,73,64,1.2,1.1,298,247,4.9,4.1,384,273,6.4,4.5,,,,,0.102409715083307,0.000559791732521688
445,13063040611,Yes,Atlanta Regional Commission,1417,Tract,"Census Tract 406.11, Clayton County",6600,748,1663,486,25.2,6.8,4937,724,74.8,7,982,310,14.9,4.4,3863,730,58.5,8.9,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,92,88,1.4,1.3,0,25,0,0.4,92,92,1.4,1.4,,,,,0.133190894637039,0.000600158493463554
446,13063040407,Yes,Atlanta Regional Commission,1387,Tract,"Census Tract 404.07, Clayton County",3866,557,534,168,13.8,3.9,3332,527,86.2,5.6,495,136,12.8,3,1787,265,46.2,1.6,0,13,0,0.3,953,353,24.7,8.4,0,13,0,0.3,6,10,0.2,0.3,91,74,2.4,1.9,953,353,24.7,8.4,97,76,2.5,1.9,,,,,0.18494874731072,0.0008827298185611
447,13063040510,Yes,Atlanta Regional Commission,1399,Tract,"Census Tract 405.10, Clayton County",3563,459,221,172,6.2,4.8,3342,447,93.8,3.4,153,82,4.3,2.2,2990,466,83.9,7.4,0,13,0,0.4,177,112,5,3.1,0,13,0,0.4,0,13,0,0.4,22,27,0.6,0.8,177,113,5,3.1,22,33,0.6,0.9,,,,,0.108219055205191,0.000296105285485981
448,13063040514,Yes,Atlanta Regional Commission,1402,Tract,"Census Tract 405.14, Clayton County",7793,782,1067,322,13.7,3.9,6726,758,86.3,4.4,361,181,4.6,2.3,6171,691,79.2,3.9,42,64,0.5,0.8,79,113,1,1.4,0,18,0,0.2,0,18,0,0.2,73,77,0.9,1,79,114,1,1.5,115,102,1.5,1.3,,,,,0.0971477561762184,0.000473498401879205
449,13105000200,No,Northeast Georgia,1856,Tract,"Census Tract 2, Elbert County",2805,269,63,89,2.2,3.2,2742,270,97.8,2.2,2082,262,74.2,6,660,281,23.5,9.8,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,18,0,0.7,0,23,0,0.8,,,,,0.903631522370155,0.0289672623590974
450,13105000500,No,Northeast Georgia,1859,Tract,"Census Tract 5, Elbert County",4845,492,22,42,0.5,0.9,4823,488,99.5,14.3,3334,440,68.8,5.8,1462,264,30.2,4.5,0,13,0,0.3,14,24,0.3,0.5,0,13,0,0.3,0,13,0,0.3,13,20,0.3,0.4,14,27,0.3,0.6,13,27,0.3,0.6,,,,,1.0080983778946,0.031839322725788
451,13105000400,No,Northeast Georgia,1858,Tract,"Census Tract 4, Elbert County",4053,394,348,247,8.6,6,3705,417,91.4,5.2,2025,366,50,7.6,1629,279,40.2,5.7,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,19,34,0.5,0.8,32,34,0.8,0.8,0,18,0,0.5,51,50,1.3,1.2,,,,,0.185897183395165,0.00118599374159602
452,13105000300,No,Northeast Georgia,1857,Tract,"Census Tract 3, Elbert County",3768,448,298,216,7.9,5.7,3470,398,92.1,15.2,1765,256,46.8,3.9,1697,309,45,6.2,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,8,20,0.2,0.5,0,18,0,0.5,8,27,0.2,0.7,,,,,0.703909849223846,0.0189322690549634
453,13105000100,No,Northeast Georgia,1855,Tract,"Census Tract 1, Elbert County",3817,409,336,186,8.8,4.8,3481,377,91.2,1.4,3034,357,79.5,3.9,443,116,11.6,2.8,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,4,10,0.1,0.3,0,18,0,0.5,4,21,0.1,0.5,,,,,0.582070400119866,0.0137836042985745
454,13025960100,No,Southern Georgia,1157,Tract,"Census Tract 9601, Brantley County",6904,555,219,96,3.2,1.4,6685,562,96.8,2.4,6349,509,92,10.4,94,81,1.4,1.2,15,24,0.2,0.3,0,18,0,0.3,22,31,0.3,0.4,0,18,0,0.3,205,168,3,2.4,22,36,0.3,0.5,220,171,3.2,2.5,,,,,1.07757033640184,0.0279812516221057
455,13025960200,No,Southern Georgia,1158,Tract,"Census Tract 9602, Brantley County",6471,597,117,73,1.8,1.1,6354,577,98.2,12.7,6009,605,92.9,3.7,194,107,3,1.6,0,18,0,0.3,127,157,2,2.4,3,6,0,0.1,13,22,0.2,0.3,8,16,0.1,0.2,130,157,2,2.4,21,33,0.3,0.5,,,,,1.55800552205574,0.0477863733630544
456,13025960300,No,Southern Georgia,1159,Tract,"Census Tract 9603, Brantley County",5036,582,53,81,1.1,1.6,4983,581,98.9,1.5,4699,551,93.3,1.9,284,209,5.6,4.1,0,18,0,0.4,0,18,0,0.4,0,18,0,0.4,0,18,0,0.4,0,18,0,0.4,0,25,0,0.5,0,31,0,0.6,,,,,1.16224748400691,0.0338424079419014
457,13225040101,No,Middle Georgia,2693,Tract,"Census Tract 401.01, Peach County",1703,234,14,26,0.8,1.5,1689,235,99.2,2.2,1388,215,81.5,5.8,272,156,16,8.9,5,9,0.3,0.5,17,27,1,1.6,0,13,0,0.8,0,13,0,0.8,7,11,0.4,0.6,17,30,1,1.8,12,19,0.7,1.1,,,,,0.329138806659027,0.00483097003970408
458,13225040102,No,Middle Georgia,2694,Tract,"Census Tract 401.02, Peach County",10580,604,173,163,1.6,1.5,10407,614,98.4,1.5,7356,455,69.5,1.7,2769,557,26.2,5,13,24,0.1,0.2,131,85,1.2,0.8,23,38,0.2,0.4,0,20,0,0.2,115,84,1.1,0.8,154,93,1.5,0.9,128,90,1.2,0.8,,,,,0.412761162388487,0.00798388942251949
459,13225040400,No,Middle Georgia,2698,Tract,"Census Tract 404, Peach County",5524,394,54,42,1,0.8,5470,393,99,0.9,763,182,13.8,3.1,4567,430,82.7,5.1,0,18,0,0.3,119,65,2.2,1.2,0,18,0,0.3,0,18,0,0.3,21,26,0.4,0.5,119,67,2.2,1.2,21,36,0.4,0.7,,,,,0.435996150042697,0.0054293084555222
460,13225040302,No,Middle Georgia,2697,Tract,"Census Tract 403.02, Peach County",1960,274,104,103,5.3,5.2,1856,277,94.7,4.9,481,124,24.5,5.3,1306,248,66.6,8.6,0,13,0,0.7,16,31,0.8,1.6,0,13,0,0.7,0,13,0,0.7,53,63,2.7,3.2,16,34,0.8,1.7,53,66,2.7,3.3,,,,,0.355717998204717,0.00377289883981346
461,13225040301,No,Middle Georgia,2696,Tract,"Census Tract 403.01, Peach County",2650,338,598,174,22.6,5.9,2052,294,77.4,5.1,975,217,36.8,6.7,1040,183,39.2,4.8,0,13,0,0.5,15,24,0.6,0.9,0,13,0,0.5,0,13,0,0.5,22,31,0.8,1.2,15,27,0.6,1,22,36,0.8,1.4,,,,,0.325708201852054,0.00307854047968464
462,13225040200,No,Middle Georgia,2695,Tract,"Census Tract 402, Peach County",4610,394,1086,233,23.6,4.6,3524,344,76.4,3.6,1462,244,31.7,4.5,2041,324,44.3,5.9,0,13,0,0.3,4,7,0.1,0.2,0,13,0,0.3,0,13,0,0.3,17,17,0.4,0.4,4,15,0.1,0.3,17,25,0.4,0.5,,,,,0.55167404402763,0.0125340567511448
463,13101880100,No,Southern Georgia,1843,Tract,"Census Tract 8801, Echols County",1469,194,301,217,20.5,14.5,1168,194,79.5,8,965,185,65.7,9.1,77,58,5.2,3.9,74,63,5,4.2,0,13,0,0.9,0,13,0,0.9,9,15,0.6,1,43,41,2.9,2.8,0,18,0,1.3,126,77,8.6,5.1,,,,,1.51131121516372,0.0823967505532366
464,13101880200,No,Southern Georgia,1844,Tract,"Census Tract 8802, Echols County",2542,194,768,254,30.2,9.7,1774,235,69.8,7.6,1643,227,64.6,7.4,31,31,1.2,1.2,4,8,0.2,0.3,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,96,84,3.8,3.3,0,18,0,0.7,100,85,3.9,3.3,,,,,0.803817842037879,0.0202086309874578
465,13063040307,Yes,Atlanta Regional Commission,1385,Tract,"Census Tract 403.07, Clayton County",4939,593,1078,393,21.8,7.5,3861,520,78.2,4.8,942,178,19.1,2.8,1784,305,36.1,4.4,0,13,0,0.3,1084,454,21.9,8.8,0,13,0,0.3,0,13,0,0.3,51,45,1,0.9,1084,454,21.9,8.8,51,49,1,1,,,,,0.0783220894338624,0.00030091883278251
466,13063980000,Yes,Atlanta Regional Commission,1428,Tract,"Census Tract 9800, Clayton County",0,13,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,,,,,0.18279123648471,0.00143576039519166
467,13063040622,Yes,Atlanta Regional Commission,1427,Tract,"Census Tract 406.22, Clayton County",8244,868,861,392,10.4,4.6,7383,846,89.6,4,1212,500,14.7,5.9,5157,874,62.6,8.3,74,80,0.9,1,763,504,9.3,6,0,18,0,0.2,0,18,0,0.2,177,177,2.1,2.1,763,504,9.3,6,251,195,3,2.3,,,,,0.12727965174117,0.000811394461001965
468,13051003302,No,Coastal Regional Commission,1256,Tract,"Census Tract 33.02, Chatham County",1776,207,0,13,0,0.7,1776,207,100,0,11,18,0.6,1,1739,213,97.9,3.7,0,13,0,0.7,0,13,0,0.7,0,13,0,0.7,0,13,0,0.7,26,41,1.5,2.3,0,18,0,1,26,45,1.5,2.5,,,,,0.0667591247569561,0.000154944267983696
469,13051003301,No,Coastal Regional Commission,1255,Tract,"Census Tract 33.01, Chatham County",1901,204,9,10,0.5,0.5,1892,204,99.5,1,0,13,0,0.7,1807,209,95.1,4.1,0,13,0,0.7,0,13,0,0.7,0,13,0,0.7,0,13,0,0.7,85,103,4.5,5.4,0,18,0,1,85,105,4.5,5.5,,,,,0.0580963130358875,0.000132888300924166
470,13051003000,No,Coastal Regional Commission,1254,Tract,"Census Tract 30, Chatham County",1835,204,168,97,9.2,5.2,1667,207,90.8,5,1525,201,83.1,5.9,79,54,4.3,2.9,0,13,0,0.7,45,55,2.5,3,4,6,0.2,0.3,6,8,0.3,0.4,8,11,0.4,0.6,49,55,2.7,3,14,19,0.8,1,,,,,0.051246968705656,0.000116561106285529
471,13051002900,No,Coastal Regional Commission,1253,Tract,"Census Tract 29, Chatham County",3197,276,89,63,2.8,2,3108,277,97.2,2.2,2717,307,85,6.2,290,167,9.1,5.2,0,13,0,0.4,3,7,0.1,0.2,0,13,0,0.4,0,13,0,0.4,98,97,3.1,3,3,15,0.1,0.5,98,99,3.1,3.1,,,,,0.051735112131931,0.000151892404682458
472,13051002800,No,Coastal Regional Commission,1252,Tract,"Census Tract 28, Chatham County",2518,384,72,52,2.9,2,2446,381,97.1,3.1,417,151,16.6,5.4,1956,369,77.7,8.6,0,13,0,0.5,30,59,1.2,2.3,0,13,0,0.5,0,13,0,0.5,43,51,1.7,2,30,60,1.2,2.4,43,54,1.7,2.1,,,,,0.0526380519929028,0.000117289623850596
473,13051002700,No,Coastal Regional Commission,1251,Tract,"Census Tract 27, Chatham County",3083,435,74,116,2.4,3.7,3009,432,97.6,2.6,526,173,17.1,5.1,2384,430,77.3,8.7,27,47,0.9,1.5,0,13,0,0.4,0,13,0,0.4,58,86,1.9,2.8,14,23,0.5,0.7,0,18,0,0.6,99,101,3.2,3.2,,,,,0.039830356149611,8.95881324554432e-05
474,13051002600,No,Coastal Regional Commission,1250,Tract,"Census Tract 26, Chatham County",1627,190,48,41,3,2.5,1579,181,97,15.9,660,100,40.6,3.9,886,167,54.5,8.1,0,13,0,0.8,21,18,1.3,1.1,0,13,0,0.8,0,13,0,0.8,12,16,0.7,1,21,22,1.3,1.4,12,24,0.7,1.5,,,,,0.0276286784556228,4.57869641670072e-05
475,13063040621,Yes,Atlanta Regional Commission,1426,Tract,"Census Tract 406.21, Clayton County",10351,751,877,388,8.5,3.7,9474,770,91.5,3.4,988,187,9.5,1.7,8057,762,77.8,4.7,0,20,0,0.2,239,262,2.3,2.5,0,20,0,0.2,0,20,0,0.2,190,139,1.8,1.3,239,263,2.3,2.5,190,142,1.8,1.4,,,,,0.13593975962151,0.000779009843499187
476,13063040619,Yes,Atlanta Regional Commission,1424,Tract,"Census Tract 406.19, Clayton County",2532,310,367,287,14.5,11.2,2165,358,85.5,9.5,151,131,6,5.1,1900,391,75,12.4,0,13,0,0.5,13,21,0.5,0.8,0,13,0,0.5,0,13,0,0.5,101,96,4,3.8,13,25,0.5,1,101,98,4,3.8,,,,,0.105129552037634,0.000360470402258485
477,13063040523,Yes,Atlanta Regional Commission,1410,Tract,"Census Tract 405.23, Clayton County",3092,423,217,220,7,7.1,2875,367,93,17.4,259,128,8.4,4,2264,340,73.2,4.5,0,13,0,0.4,352,133,11.4,4,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,352,134,11.4,4,0,23,0,0.7,,,,,0.0754638548422903,0.000262299537835345
478,13063040522,Yes,Atlanta Regional Commission,1409,Tract,"Census Tract 405.22, Clayton County",4611,529,422,261,9.2,5.6,4189,520,90.8,4.3,478,191,10.4,4,3299,464,71.5,5.8,0,13,0,0.3,381,155,8.3,3.2,21,29,0.5,0.6,0,13,0,0.3,10,16,0.2,0.3,402,158,8.7,3.3,10,24,0.2,0.5,,,,,0.101520366945524,0.000487207830716847
479,13063040520,Yes,Atlanta Regional Commission,1407,Tract,"Census Tract 405.20, Clayton County",4113,529,226,212,5.5,5.1,3887,427,94.5,16,53,45,1.3,1.1,3534,411,85.9,14.9,0,13,0,0.3,80,101,1.9,2.4,0,13,0,0.3,0,13,0,0.3,220,147,5.3,3.5,80,102,1.9,2.5,220,148,5.3,3.5,,,,,0.0747902289546721,0.000211770796059958
480,13063040519,Yes,Atlanta Regional Commission,1406,Tract,"Census Tract 405.19, Clayton County",4380,621,159,112,3.6,2.5,4221,618,96.4,3.5,35,41,0.8,0.9,4129,636,94.3,5.7,0,13,0,0.3,11,18,0.3,0.4,0,13,0,0.3,0,13,0,0.3,46,58,1.1,1.3,11,22,0.3,0.5,46,61,1.1,1.4,,,,,0.0539264342000242,0.000154469305977159
481,13063040417,Yes,Atlanta Regional Commission,1397,Tract,"Census Tract 404.17, Clayton County",5366,567,675,297,12.6,5.4,4691,577,87.4,5.5,456,181,8.5,3.3,4130,561,77,6.6,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,105,112,2,2.1,0,25,0,0.5,105,115,2,2.1,,,,,0.0908738699267568,0.000503398996435606
482,13063040203,Yes,Atlanta Regional Commission,1380,Tract,"Census Tract 402.03, Clayton County",3573,610,19,28,0.5,0.8,3554,605,99.5,24,54,56,1.5,1.5,3390,616,94.9,5.9,13,47,0.4,1.3,88,92,2.5,2.5,0,13,0,0.4,0,13,0,0.4,9,14,0.3,0.4,88,93,2.5,2.6,22,51,0.6,1.4,,,,,0.0746874765666189,0.000283172204101368
483,13109970300,No,Heart of Georgia Altamaha,1868,Tract,"Census Tract 9703, Evans County",3819,293,509,213,13.3,5.5,3310,318,86.7,5,1506,268,39.4,6.3,1778,207,46.6,4.1,0,13,0,0.3,19,31,0.5,0.8,0,13,0,0.3,0,13,0,0.3,7,10,0.2,0.3,19,34,0.5,0.9,7,21,0.2,0.5,,,,,0.70680356032706,0.0190139478670445
484,13109970200,No,Heart of Georgia Altamaha,1867,Tract,"Census Tract 9702, Evans County",3927,306,124,155,3.2,3.9,3803,294,96.8,10.6,2682,228,68.3,2.3,1033,198,26.3,4.6,1,2,0,0.1,63,30,1.6,0.8,0,13,0,0.3,0,13,0,0.3,24,36,0.6,0.9,63,33,1.6,0.8,25,38,0.6,1,,,,,0.451473109735193,0.00912836902514542
485,13109970100,No,Heart of Georgia Altamaha,1866,Tract,"Census Tract 9701, Evans County",3011,265,633,243,21,7.9,2378,254,79,4.8,1889,222,62.7,4.9,439,142,14.6,4.5,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,14,21,0.5,0.7,36,45,1.2,1.5,0,18,0,0.6,50,51,1.7,1.7,,,,,0.848794428801197,0.0181263678709626
486,13051002300,No,Coastal Regional Commission,1249,Tract,"Census Tract 23, Chatham County",1949,256,16,19,0.8,1,1933,263,99.2,3.5,97,58,5,2.9,1765,252,90.6,5.1,17,21,0.9,1.1,54,60,2.8,3.1,0,13,0,0.7,0,13,0,0.7,0,13,0,0.7,54,61,2.8,3.1,17,28,0.9,1.4,,,,,0.037868168841986,5.93852267071516e-05
487,13051002200,No,Coastal Regional Commission,1248,Tract,"Census Tract 22, Chatham County",3926,340,95,103,2.4,2.6,3831,352,97.6,3,841,183,21.4,4.3,2907,340,74,5.8,0,13,0,0.3,40,48,1,1.2,0,13,0,0.3,0,13,0,0.3,43,63,1.1,1.6,40,50,1,1.3,43,66,1.1,1.7,,,,,0.0588380583553634,0.000210776071188343
488,13051002100,No,Coastal Regional Commission,1247,Tract,"Census Tract 21, Chatham County",2217,340,4,7,0.2,0.3,2213,338,99.8,21.6,367,119,16.6,4.7,1832,340,82.6,8.6,0,13,0,0.6,2,4,0.1,0.2,8,10,0.4,0.4,0,13,0,0.6,4,7,0.2,0.3,10,11,0.5,0.5,4,20,0.2,0.9,,,,,0.0343293341895858,7.02015773383537e-05
489,13051002000,No,Coastal Regional Commission,1246,Tract,"Census Tract 20, Chatham County",1380,208,65,34,4.7,2.4,1315,208,95.3,4.6,540,133,39.1,7.6,732,174,53,9.7,0,13,0,0.9,15,15,1.1,1.1,0,13,0,0.9,4,7,0.3,0.5,24,26,1.7,1.9,15,20,1.1,1.4,28,30,2,2.1,,,,,0.0299753721574526,5.43901335705229e-05
490,13051001500,No,Coastal Regional Commission,1245,Tract,"Census Tract 15, Chatham County",1205,173,33,29,2.7,2.4,1172,174,97.3,3.7,801,136,66.5,6,326,123,27.1,9.4,0,13,0,1.1,26,24,2.2,2,0,13,0,1.1,0,13,0,1.1,19,29,1.6,2.4,26,27,2.2,2.2,19,34,1.6,2.8,,,,,0.0200704627976361,2.45661916219691e-05
491,13051001200,No,Coastal Regional Commission,1244,Tract,"Census Tract 12, Chatham County",2316,243,30,32,1.3,1.4,2286,248,98.7,2.7,17,26,0.7,1.1,2269,250,98,3.3,0,13,0,0.6,0,13,0,0.6,0,13,0,0.6,0,13,0,0.6,0,13,0,0.6,0,18,0,0.8,0,23,0,1,,,,,0.062249235676997,0.000157618486606471
492,13051004207,No,Coastal Regional Commission,1268,Tract,"Census Tract 42.07, Chatham County",3345,339,102,75,3,2.2,3243,334,97,1.8,1183,182,35.4,4.1,1968,292,58.8,6.4,0,13,0,0.4,17,22,0.5,0.7,5,9,0.1,0.3,0,13,0,0.4,70,67,2.1,2,22,24,0.7,0.7,70,69,2.1,2.1,,,,,0.058466870293239,0.000186369127723101
493,13051000900,No,Coastal Regional Commission,1242,Tract,"Census Tract 9, Chatham County",1076,126,88,66,8.2,6.1,988,103,91.8,14.4,782,114,72.7,6.3,165,77,15.3,6.9,0,13,0,1.2,36,24,3.3,2.2,0,13,0,1.2,0,13,0,1.2,5,9,0.5,0.8,36,27,3.3,2.5,5,20,0.5,1.9,,,,,0.0220656535287783,2.53418346459576e-05
494,13051000300,No,Coastal Regional Commission,1240,Tract,"Census Tract 3, Chatham County",1524,273,124,73,8.1,4.6,1400,260,91.9,4.5,1175,252,77.1,9.1,144,126,9.4,8.1,0,13,0,0.9,45,38,3,2.4,0,13,0,0.9,0,13,0,0.9,36,45,2.4,2.9,45,40,3,2.6,36,49,2.4,3.2,,,,,0.0507974290090941,0.000124928613120423
495,13051010601,No,Coastal Regional Commission,1282,Tract,"Census Tract 106.01, Chatham County",4011,434,215,271,5.4,6.7,3796,511,94.6,7.6,1537,362,38.3,8,1986,517,49.5,11.7,13,22,0.3,0.5,205,189,5.1,4.7,0,13,0,0.3,0,13,0,0.3,55,88,1.4,2.2,205,189,5.1,4.7,68,92,1.7,2.3,,,,,0.108072396403205,0.000568980902979089
496,13063040617,Yes,Atlanta Regional Commission,1423,Tract,"Census Tract 406.17, Clayton County",1418,206,884,208,62.3,11.5,534,123,37.7,6.7,378,122,26.7,7.7,147,94,10.4,6.5,0,13,0,0.9,9,13,0.6,0.9,0,13,0,0.9,0,13,0,0.9,0,13,0,0.9,9,18,0.6,1.3,0,23,0,1.6,,,,,0.0511142732525877,0.000105153026278934
497,13063040615,Yes,Atlanta Regional Commission,1421,Tract,"Census Tract 406.15, Clayton County",1926,211,152,109,7.9,5.6,1774,194,92.1,14.3,345,134,17.9,6.7,1352,204,70.2,7.3,0,13,0,0.7,75,107,3.9,5.5,0,13,0,0.7,0,13,0,0.7,2,3,0.1,0.2,75,108,3.9,5.6,2,19,0.1,1,,,,,0.106391514922199,0.000319646344412467
